# time x y z qx qy qz qw
1.403636637013555527e+09 -3.908316399999999913e+00 2.989831899999999987e+00 2.690019499999999897e-01 -5.392313499999999878e-03 -8.093702400000000186e-01 -3.402898699999999665e-02 5.862872700000000270e-01
1.403636637063555479e+09 -3.932123400000000046e+00 2.997214399999999834e+00 2.626465900000000131e-01 -8.811880700000000038e-03 -8.102306299999999517e-01 -2.796864799999999873e-02 5.853771700000000022e-01
1.403636637113555431e+09 -3.951231400000000171e+00 3.001815899999999981e+00 2.560760000000000258e-01 -1.126259999999999935e-02 -8.117053699999999816e-01 -2.320108900000000113e-02 5.834974299999999836e-01
1.403636637163555384e+09 -3.968817699999999782e+00 3.005149100000000129e+00 2.488694399999999973e-01 -1.269266800000000070e-02 -8.138131699999999746e-01 -2.032517600000000035e-02 5.806323300000000298e-01
1.403636637213555574e+09 -3.980861800000000006e+00 3.005298999999999943e+00 2.407717500000000066e-01 -1.318634299999999968e-02 -8.163314400000000193e-01 -1.899167300000000058e-02 5.771208100000000396e-01
1.403636637263555527e+09 -3.995319999999999983e+00 3.007462499999999928e+00 2.338540100000000010e-01 -1.333304100000000034e-02 -8.181116899999999470e-01 -1.767597500000000002e-02 5.746329799999999599e-01
1.403636637313555479e+09 -4.013516400000000317e+00 3.010325799999999941e+00 2.285395100000000013e-01 -1.319446500000000071e-02 -8.196557799999999450e-01 -1.701022900000000171e-02 5.724517099999999470e-01
1.403636637363555431e+09 -4.040299300000000038e+00 3.017433399999999821e+00 2.255907099999999998e-01 -1.256615099999999936e-02 -8.207181999999999533e-01 -1.746723299999999868e-02 5.709278599999999537e-01
1.403636637413555384e+09 -4.076433999999999891e+00 3.030493599999999788e+00 2.256506100000000015e-01 -1.234140599999999921e-02 -8.213396299999999872e-01 -1.616981799999999900e-02 5.700766900000000525e-01
1.403636637463555574e+09 -4.125778200000000062e+00 3.050035499999999900e+00 2.275108899999999934e-01 -1.126061100000000023e-02 -8.225268599999999708e-01 -1.650305300000000017e-02 5.683752399999999483e-01
1.403636637513555527e+09 -4.165446900000000063e+00 3.065377300000000194e+00 2.296243900000000115e-01 -1.123699300000000068e-02 -8.228230899999999792e-01 -1.561844199999999974e-02 5.679717899999999764e-01
1.403636637563555479e+09 -4.188144099999999703e+00 3.068912899999999944e+00 2.323319500000000093e-01 -1.100515699999999979e-02 -8.236694199999999855e-01 -1.489462599999999935e-02 5.667677899999999935e-01
1.403636637613555431e+09 -4.194808799999999671e+00 3.062071700000000174e+00 2.368814200000000092e-01 -1.127575200000000000e-02 -8.237252200000000357e-01 -1.347271499999999969e-02 5.667169600000000473e-01
1.403636637663555384e+09 -4.202617199999999720e+00 3.055565200000000203e+00 2.431517599999999946e-01 -1.144545899999999984e-02 -8.242112600000000011e-01 -1.269941800000000051e-02 5.660243200000000252e-01
1.403636637713555574e+09 -4.224901899999999877e+00 3.058350599999999808e+00 2.531669999999999754e-01 -1.079069900000000082e-02 -8.238388100000000325e-01 -1.267759400000000036e-02 5.665796100000000113e-01
1.403636637763555527e+09 -4.259400099999999689e+00 3.067041199999999801e+00 2.635984299999999947e-01 -1.016643300000000076e-02 -8.231267399999999679e-01 -1.258160699999999986e-02 5.676272700000000171e-01
1.403636637813555479e+09 -4.285749000000000031e+00 3.076097499999999929e+00 2.766642999999999741e-01 -9.638438200000000108e-03 -8.218091299999999988e-01 -1.223703999999999938e-02 5.695499099999999926e-01
1.403636637863555431e+09 -4.309270599999999618e+00 3.078816799999999798e+00 2.914863899999999841e-01 -9.155660799999999766e-03 -8.209147599999999656e-01 -1.213234099999999961e-02 5.708484299999999623e-01
1.403636637913555384e+09 -4.335764199999999846e+00 3.082863300000000084e+00 3.057386899999999796e-01 -8.960857500000000628e-03 -8.197416199999999487e-01 -1.177540000000000010e-02 5.725423299999999882e-01
1.403636637963555574e+09 -4.360392799999999625e+00 3.084238500000000105e+00 3.167685199999999979e-01 -8.730724900000000344e-03 -8.182204400000000488e-01 -1.176258799999999917e-02 5.747179599999999722e-01
1.403636638013555527e+09 -4.381775499999999823e+00 3.085791400000000184e+00 3.254620899999999817e-01 -8.600792300000000001e-03 -8.172135499999999553e-01 -1.147879299999999929e-02 5.761564700000000316e-01
1.403636638063555479e+09 -4.391481699999999933e+00 3.079745799999999978e+00 3.297502199999999828e-01 -8.201889599999999739e-03 -8.161869299999999772e-01 -1.116753000000000016e-02 5.776217599999999841e-01
1.403636638113555431e+09 -4.401666600000000429e+00 3.072721299999999989e+00 3.295515099999999920e-01 -8.191177200000000075e-03 -8.148656100000000180e-01 -1.090877099999999940e-02 5.794893700000000036e-01
1.403636638163555384e+09 -4.408478200000000236e+00 3.063639300000000176e+00 3.269917299999999805e-01 -8.366431199999999763e-03 -8.140056900000000040e-01 -1.053458600000000030e-02 5.807010900000000309e-01
1.403636638213555574e+09 -4.424799499999999775e+00 3.062312700000000110e+00 3.229160300000000206e-01 -8.044262099999999541e-03 -8.138414699999999558e-01 -1.046920699999999947e-02 5.809369599999999467e-01
1.403636638263555527e+09 -4.435216999999999743e+00 3.059878900000000179e+00 3.180568400000000073e-01 -7.747589000000000038e-03 -8.135180199999999529e-01 -1.067311100000000075e-02 5.813901399999999997e-01
1.403636638313555479e+09 -4.449423799999999929e+00 3.058974599999999988e+00 3.113194799999999818e-01 -8.686524600000000360e-03 -8.145570800000000444e-01 -8.723626800000000223e-03 5.799527599999999561e-01
1.403636638363555431e+09 -4.463185600000000086e+00 3.057661700000000149e+00 3.047375099999999892e-01 -1.136091000000000011e-02 -8.179464400000000524e-01 -4.734423899999999630e-03 5.751627099999999659e-01
1.403636638413555384e+09 -4.477997399999999573e+00 3.056592000000000198e+00 2.955060600000000148e-01 -1.489082899999999952e-02 -8.237033900000000353e-01 5.182564400000000101e-05 5.668253599999999448e-01
1.403636638463555574e+09 -4.491737699999999833e+00 3.055720599999999898e+00 2.849565900000000096e-01 -1.760503700000000046e-02 -8.293207700000000404e-01 4.106255900000000368e-03 5.584803099999999798e-01
1.403636638513555527e+09 -4.508942099999999620e+00 3.057555100000000081e+00 2.744299800000000178e-01 -2.055230699999999883e-02 -8.339484299999999628e-01 8.266514399999999249e-03 5.513975700000000035e-01
1.403636638563555479e+09 -4.528533600000000270e+00 3.061607799999999990e+00 2.655163099999999776e-01 -2.148634799999999886e-02 -8.365990700000000002e-01 9.485903000000000390e-03 5.473119300000000020e-01
1.403636638613555431e+09 -4.548404900000000417e+00 3.066866500000000162e+00 2.585600399999999910e-01 -2.003291399999999889e-02 -8.377426599999999723e-01 7.862872499999999654e-03 5.456409899999999924e-01
1.403636638663555384e+09 -4.570701299999999634e+00 3.073766500000000068e+00 2.576338599999999923e-01 -1.626714500000000022e-02 -8.370901099999999984e-01 3.522011199999999873e-03 5.468117799999999695e-01
1.403636638713555574e+09 -4.607353999999999949e+00 3.086624500000000104e+00 2.564884000000000053e-01 -1.387554199999999939e-02 -8.356392700000000451e-01 1.981204000000000081e-04 5.491033100000000111e-01
1.403636638763555527e+09 -4.643505600000000122e+00 3.099573900000000215e+00 2.572068800000000266e-01 -1.163843399999999959e-02 -8.331337199999999665e-01 -2.197926499999999957e-03 5.529447699999999744e-01
1.403636638813555479e+09 -4.676912800000000203e+00 3.108858300000000074e+00 2.596966199999999891e-01 -1.028275700000000001e-02 -8.302198299999999920e-01 -3.424318899999999853e-03 5.573307499999999859e-01
1.403636638863555431e+09 -4.709837000000000273e+00 3.118569899999999784e+00 2.638089699999999760e-01 -1.032161699999999994e-02 -8.277060499999999710e-01 -3.319516599999999991e-03 5.610571699999999939e-01
1.403636638913555384e+09 -4.737138899999999708e+00 3.124547900000000045e+00 2.678579300000000218e-01 -1.111073700000000074e-02 -8.257249700000000026e-01 -1.556702999999999993e-03 5.639613500000000279e-01
1.403636638963555574e+09 -4.757019399999999898e+00 3.125768400000000113e+00 2.739093000000000222e-01 -1.248116900000000029e-02 -8.241895500000000485e-01 6.306646699999999975e-04 5.661761299999999997e-01
1.403636639013555527e+09 -4.777840300000000262e+00 3.128245999999999860e+00 2.808317100000000122e-01 -1.555445599999999949e-02 -8.237815400000000343e-01 5.153287999999999792e-03 5.666705100000000161e-01
1.403636639063555479e+09 -4.806006700000000187e+00 3.134826599999999797e+00 2.869900799999999808e-01 -1.902539199999999861e-02 -8.231517400000000206e-01 1.025805999999999940e-02 5.674099200000000121e-01
1.403636639113555431e+09 -4.841394600000000104e+00 3.145623099999999894e+00 2.924875900000000195e-01 -2.197706300000000154e-02 -8.227576199999999673e-01 1.449006700000000057e-02 5.677824799999999783e-01
1.403636639163555384e+09 -4.880188000000000415e+00 3.160246900000000192e+00 2.939131799999999961e-01 -2.449062200000000009e-02 -8.229128599999999683e-01 1.793364100000000017e-02 5.673561599999999983e-01
1.403636639213555574e+09 -4.921708599999999656e+00 3.177485799999999916e+00 2.914915900000000226e-01 -2.646731999999999904e-02 -8.228895999999999988e-01 2.068063200000000088e-02 5.672076299999999627e-01
1.403636639263555527e+09 -4.967121599999999582e+00 3.197993600000000214e+00 2.861255200000000221e-01 -2.729783800000000135e-02 -8.233418399999999915e-01 2.176759299999999828e-02 5.664708400000000310e-01
1.403636639313555479e+09 -5.011392599999999753e+00 3.218847400000000025e+00 2.809798700000000204e-01 -2.476502200000000112e-02 -8.237166500000000502e-01 1.784999899999999834e-02 5.661792599999999620e-01
1.403636639363555431e+09 -5.052635099999999824e+00 3.239795299999999934e+00 2.717611799999999911e-01 -2.103111499999999953e-02 -8.240617799999999660e-01 1.265450000000000082e-02 5.659679600000000477e-01
1.403636639413555384e+09 -5.086662200000000134e+00 3.257914599999999883e+00 2.609883299999999906e-01 -1.715930599999999917e-02 -8.244947700000000435e-01 7.194154799999999753e-03 5.655636000000000552e-01
1.403636639463555574e+09 -5.119759199999999844e+00 3.277618700000000107e+00 2.495247399999999949e-01 -1.321658600000000065e-02 -8.246637799999999574e-01 1.907534499999999963e-03 5.654655899999999624e-01
1.403636639513555527e+09 -5.150802800000000126e+00 3.295754800000000095e+00 2.370574900000000096e-01 -9.116542599999999386e-03 -8.241207799999999972e-01 -3.777084100000000031e-03 5.663281500000000301e-01
1.403636639563555479e+09 -5.180509699999999995e+00 3.313791800000000176e+00 2.242540199999999984e-01 -4.448384799999999945e-03 -8.231072799999999967e-01 -1.004203400000000003e-02 5.677796899999999480e-01
1.403636639613555431e+09 -5.209670299999999976e+00 3.331679700000000022e+00 2.104320000000000079e-01 -7.862681600000000258e-04 -8.221281799999999862e-01 -1.457234900000000007e-02 5.691153500000000198e-01
1.403636639663555384e+09 -5.240570700000000137e+00 3.351399699999999982e+00 1.979758699999999982e-01 8.074815600000000149e-04 -8.202045900000000112e-01 -1.574250599999999986e-02 5.718530899999999528e-01
1.403636639713555574e+09 -5.272853900000000316e+00 3.369760499999999936e+00 1.867720999999999965e-01 3.169032700000000034e-04 -8.177979100000000168e-01 -1.460251100000000031e-02 5.753201300000000407e-01
1.403636639763555527e+09 -5.304206399999999988e+00 3.386346800000000101e+00 1.772434699999999863e-01 -1.269052299999999999e-03 -8.156109400000000065e-01 -1.188667300000000038e-02 5.784772200000000142e-01
1.403636639813555479e+09 -5.330954099999999585e+00 3.400703200000000148e+00 1.693050899999999914e-01 -2.316507299999999870e-03 -8.144503800000000293e-01 -1.019112399999999932e-02 5.801390800000000292e-01
1.403636639863555431e+09 -5.353144399999999692e+00 3.414522299999999788e+00 1.638596499999999956e-01 -3.687718100000000020e-03 -8.136953300000000500e-01 -7.680201400000000352e-03 5.812291499999999722e-01
1.403636639913555384e+09 -5.380001199999999706e+00 3.427888700000000011e+00 1.590807099999999863e-01 -4.642877999999999589e-03 -8.133662799999999971e-01 -5.489255000000000176e-03 5.817074899999999937e-01
1.403636639963555574e+09 -5.404605899999999963e+00 3.439832899999999860e+00 1.556386600000000120e-01 -4.951892099999999873e-03 -8.130544200000000554e-01 -4.889042599999999898e-03 5.821460999999999997e-01
1.403636640013555527e+09 -5.429251400000000061e+00 3.453176099999999860e+00 1.543271999999999977e-01 -4.412236100000000404e-03 -8.127577200000000168e-01 -4.231713500000000398e-03 5.825697499999999973e-01
1.403636640063555479e+09 -5.455233400000000010e+00 3.464877200000000101e+00 1.543878200000000089e-01 -1.925252699999999931e-03 -8.126259900000000203e-01 -3.543427899999999908e-03 5.827715999999999452e-01
1.403636640113555431e+09 -5.481700100000000297e+00 3.478233700000000095e+00 1.560116500000000017e-01 2.924407300000000064e-03 -8.123719700000000543e-01 -3.515935400000000117e-03 5.831216500000000469e-01
1.403636640163555384e+09 -5.513572199999999590e+00 3.493801799999999957e+00 1.592469900000000049e-01 6.982027000000000025e-03 -8.122862400000000482e-01 -1.095939700000000006e-03 5.832161799999999729e-01
1.403636640213555574e+09 -5.547595000000000276e+00 3.510520899999999944e+00 1.631581400000000071e-01 1.094654100000000060e-02 -8.121299800000000291e-01 1.398757499999999992e-03 5.833722000000000074e-01
1.403636640263555527e+09 -5.575681200000000004e+00 3.525944700000000154e+00 1.680858000000000074e-01 1.494633499999999983e-02 -8.129165699999999495e-01 2.910775799999999833e-03 5.821810600000000280e-01
1.403636640313555479e+09 -5.597808500000000187e+00 3.538605200000000117e+00 1.723510299999999884e-01 1.732860899999999829e-02 -8.130978800000000506e-01 5.161818599999999646e-03 5.818461200000000222e-01
1.403636640363555431e+09 -5.616680099999999953e+00 3.548443300000000189e+00 1.754552799999999912e-01 2.034013800000000066e-02 -8.129675899999999622e-01 6.661480699999999811e-03 5.819154600000000510e-01
1.403636640413555384e+09 -5.635666399999999854e+00 3.557795500000000111e+00 1.769102100000000122e-01 2.285126900000000044e-02 -8.129420699999999611e-01 7.640415700000000032e-03 5.818458899999999767e-01
1.403636640463555574e+09 -5.654696600000000295e+00 3.567417100000000119e+00 1.776013399999999964e-01 2.503155300000000152e-02 -8.128138299999999594e-01 8.366599100000000205e-03 5.819253300000000184e-01
1.403636640513555527e+09 -5.676366599999999707e+00 3.578525899999999815e+00 1.763650499999999954e-01 2.643235099999999976e-02 -8.135084500000000496e-01 9.548080199999999657e-03 5.808736199999999794e-01
1.403636640563555479e+09 -5.697597199999999695e+00 3.590664900000000159e+00 1.741462400000000077e-01 2.810013399999999884e-02 -8.133860000000000534e-01 1.012220900000000007e-02 5.809570800000000146e-01
1.403636640613555431e+09 -5.719247199999999864e+00 3.602263699999999957e+00 1.711884800000000040e-01 2.885696600000000125e-02 -8.133046900000000523e-01 1.101641400000000041e-02 5.810175499999999937e-01
1.403636640663555384e+09 -5.743782300000000340e+00 3.614232900000000193e+00 1.678447600000000095e-01 2.975988200000000139e-02 -8.130636999999999448e-01 1.131547400000000071e-02 5.813034700000000443e-01
1.403636640713555574e+09 -5.766141000000000183e+00 3.627009500000000219e+00 1.626952299999999962e-01 3.038905299999999921e-02 -8.134907700000000297e-01 1.189685799999999974e-02 5.806614700000000129e-01
1.403636640763555527e+09 -5.789545000000000385e+00 3.639205500000000093e+00 1.578399900000000133e-01 3.081516800000000042e-02 -8.143960500000000380e-01 1.256321699999999979e-02 5.793545300000000342e-01
1.403636640813555479e+09 -5.811939599999999650e+00 3.650728500000000043e+00 1.541875099999999998e-01 3.160162200000000282e-02 -8.150972199999999557e-01 1.244309400000000003e-02 5.783277900000000082e-01
1.403636640863555431e+09 -5.833197000000000187e+00 3.662038200000000021e+00 1.515629400000000071e-01 3.237256300000000003e-02 -8.160928400000000416e-01 1.229833599999999999e-02 5.768823400000000490e-01
1.403636640913555384e+09 -5.852775699999999581e+00 3.672989700000000024e+00 1.503596899999999903e-01 3.271972199999999970e-02 -8.164744499999999627e-01 1.252921499999999980e-02 5.763175400000000170e-01
1.403636640963555574e+09 -5.871519499999999780e+00 3.681981099999999785e+00 1.511187099999999894e-01 3.291542100000000026e-02 -8.167539600000000011e-01 1.211328899999999931e-02 5.759191099999999564e-01
1.403636641013555527e+09 -5.887470099999999817e+00 3.691465399999999786e+00 1.523823800000000117e-01 3.298823599999999717e-02 -8.163897700000000146e-01 1.173492999999999932e-02 5.764388999999999763e-01
1.403636641063555479e+09 -5.903575700000000204e+00 3.699312899999999793e+00 1.520125400000000015e-01 3.223021799999999798e-02 -8.156399300000000130e-01 1.226681399999999915e-02 5.775311600000000434e-01
1.403636641113555431e+09 -5.920732899999999965e+00 3.706605600000000056e+00 1.510683999999999916e-01 3.213899600000000301e-02 -8.153061299999999623e-01 1.152118199999999960e-02 5.780227199999999899e-01
1.403636641163555384e+09 -5.939169099999999979e+00 3.714664200000000083e+00 1.483251299999999995e-01 3.200136199999999848e-02 -8.154534700000000136e-01 1.092552400000000069e-02 5.778340400000000487e-01
1.403636641213555574e+09 -5.960259699999999938e+00 3.722381899999999799e+00 1.440713499999999869e-01 3.138979499999999812e-02 -8.148860399999999782e-01 1.054825600000000065e-02 5.786744900000000413e-01
1.403636641263555527e+09 -5.980231700000000039e+00 3.732063399999999920e+00 1.394057700000000122e-01 3.026686699999999938e-02 -8.143095900000000276e-01 1.175535100000000069e-02 5.795218899999999840e-01
1.403636641313555479e+09 -6.000529700000000410e+00 3.741187000000000040e+00 1.322278400000000131e-01 2.766921599999999995e-02 -8.144949400000000006e-01 1.434420999999999960e-02 5.793329400000000184e-01
1.403636641363555431e+09 -6.028925499999999715e+00 3.751744200000000085e+00 1.245238500000000054e-01 2.468460600000000130e-02 -8.147589200000000531e-01 1.766421899999999837e-02 5.790047900000000469e-01
1.403636641413555384e+09 -6.053524499999999975e+00 3.763034900000000071e+00 1.167113099999999987e-01 2.218960600000000061e-02 -8.149434800000000534e-01 2.075259000000000131e-02 5.787435300000000060e-01
1.403636641463555574e+09 -6.075297499999999573e+00 3.774366500000000180e+00 1.083819699999999941e-01 2.148329699999999842e-02 -8.148774100000000242e-01 2.110980499999999885e-02 5.788502800000000503e-01
1.403636641513555527e+09 -6.094275699999999851e+00 3.785753199999999818e+00 1.003112300000000012e-01 2.212296999999999875e-02 -8.146382500000000082e-01 1.978390000000000010e-02 5.792095400000000227e-01
